Time,RPM,TPS,O2,Lambda,IAT,CLT,Engine,Accel Enrich,VE,TPS DOT,Advance,Battery V,rpm/s,Hard Limiter
1.655,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
1.723,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
1.789,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
1.859,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
1.928,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
1.994,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.056,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.121,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.187,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.256,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.326,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.396,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.466,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.535,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.597,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.658,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.723,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.793,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.863,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.932,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
2.998,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.067,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.137,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.207,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.269,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.338,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.403,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.469,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.538,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.6,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.669,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.735,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.804,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.874,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
3.944,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.006,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.075,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.141,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.211,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.28,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.341,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.407,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.476,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.546,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.616,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.686,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.755,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.817,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.883,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
4.951,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.021,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.091,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.156,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.226,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.288,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.358,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.423,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.493,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.563,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.631,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.697,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.763,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.833,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.898,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
5.968,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.037,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.107,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.169,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.235,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.303,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.373,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.443,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.508,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.578,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.644,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.709,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.779,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.849,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.918,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
6.983,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.053,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.114,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.184,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.25,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.319,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.381,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.447,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.517,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.586,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.655,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.725,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.794,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.856,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.921,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
7.991,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.061,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.127,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.196,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.266,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.335,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.397,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.462,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.532,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.601,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.671,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.733,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.799,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.868,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
8.938,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.007,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.068,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.134,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.204,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.273,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.339,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.409,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.479,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.548,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.61,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.674,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.736,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.806,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.876,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
9.941,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.003,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.072,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.138,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.208,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.277,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.346,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.412,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.481,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.551,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.621,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.683,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.752,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.822,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.888,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
10.957,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.027,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.088,0,19,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.158,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.228,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.293,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.363,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.432,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.502,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.567,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.637,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.703,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.772,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.837,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.907,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
11.969,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.039,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.109,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.174,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.244,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.314,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.379,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.448,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.517,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.579,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.645,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.714,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.784,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.854,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.924,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
12.985,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.051,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.119,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.185,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.255,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.325,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.394,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.464,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.526,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.592,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.661,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.727,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.791,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.861,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
13.931,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.001,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.066,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.136,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.206,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.267,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.337,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.403,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.471,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.541,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.611,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.68,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.75,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.812,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.877,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
14.947,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.009,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.074,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.143,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.213,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.283,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.352,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.418,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.488,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.558,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.62,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.685,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.754,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.823,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.893,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
15.963,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.033,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.094,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.16,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.229,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.295,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.365,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.43,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.495,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.565,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.63,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.7,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.766,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.836,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.906,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
16.971,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.041,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.11,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.175,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.245,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.315,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.376,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.442,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.507,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.577,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.647,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.717,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.782,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.847,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.917,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
17.986,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.052,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.122,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.191,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.253,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.319,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.388,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.449,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.515,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.585,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.654,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.724,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.794,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.863,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.925,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
18.991,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.061,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.129,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.199,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.265,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.334,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.404,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.474,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.543,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.605,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.671,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.739,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.801,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.867,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
19.937,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.006,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.072,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.142,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.211,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.281,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.351,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.421,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.481,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.547,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.616,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.686,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.756,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.826,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.887,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
20.953,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.022,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.087,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.157,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.226,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.288,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.354,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.423,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.493,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.555,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.621,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.691,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.759,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.829,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.898,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
21.96,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.026,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.096,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.165,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.235,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.304,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.37,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.439,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.509,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.57,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.636,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.706,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.775,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.845,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.915,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
22.977,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.046,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.111,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.18,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.242,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.308,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.378,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.447,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.517,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.587,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.652,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.721,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.787,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.853,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.922,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
23.992,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
24.061,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
24.127,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
24.197,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
24.267,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
24.336,0,20,7.4,0.503,28,79,0,100,0,0,7,0.4,0,0
