Time,RPM,TPS,O2,Lambda,IAT,CLT,Engine,Accel Enrich,VE,TPS DOT,Advance,Battery V,rpm/s,Hard Limiter
18.143,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.212,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.273,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.339,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.409,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.475,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.544,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.614,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.676,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.741,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.806,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.876,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
18.942,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.007,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.077,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.146,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.216,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.286,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.351,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.421,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.49,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.552,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.618,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.687,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.749,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.818,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.884,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
19.953,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.023,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.093,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.154,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.219,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.285,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.355,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.424,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.486,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.551,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.617,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.686,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.756,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.818,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.883,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
20.949,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.019,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.084,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.153,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.219,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.289,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.35,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.415,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.486,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.551,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.621,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.69,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.752,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.821,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.887,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
21.952,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.018,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.084,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.153,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.223,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.284,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.354,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.42,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.489,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.559,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.624,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.686,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.751,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.82,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.891,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
22.96,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.026,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.092,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.161,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.222,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.288,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.358,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.427,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.493,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.563,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.631,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.693,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.759,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.829,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.898,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
23.964,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
24.03,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
24.099,0,8,7.4,0.503,32,92,0,0,0,0,0,0.4,0,0
