Time,RPM,TPS,O2,Lambda,IAT,CLT,Engine,Accel Enrich,VE,TPS DOT,Advance,Battery V,rpm/s,Hard Limiter
7.583,10053,89,12.8,0.871,26,70,25,100,133,120,29,12.8,-17590,0
7.648,9791,53,13.6,0.925,26,70,25,100,111,120,35,12.8,990,0
7.739,9096,31,13.6,0.925,26,70,25,100,104,120,37,12.8,-8500,0
7.816,8441,13,13.6,0.925,26,70,9,100,68,0,34,12.8,-8500,0
7.895,7820,10,13.3,0.905,26,70,9,100,68,0,31,12.5,-8850,0
7.968,7239,9,13.3,0.905,26,70,9,100,67,0,30,12.5,-8560,0
8.033,6735,8,13.3,0.905,26,70,9,100,66,0,30,12.5,-8560,0
8.095,6299,8,13.3,0.905,26,70,9,100,66,0,30,12.5,-8290,0
8.153,5841,8,13.3,0.905,26,70,9,100,63,0,30,12.5,-8290,0
8.213,5353,8,13.3,0.905,26,70,9,100,58,0,28,12.7,-7520,0
8.279,4834,8,13.3,0.905,26,70,9,100,61,0,27,12.7,-7200,0
8.349,4403,8,13.3,0.905,26,70,9,100,62,0,27,12.7,-7180,0
8.418,4036,8,13.5,0.918,26,70,9,100,59,0,26,12.8,-7180,0
8.48,3682,8,13.5,0.918,26,70,9,100,56,0,26,12.8,-6540,0
8.542,3307,8,13.5,0.918,26,70,9,100,53,0,25,12.8,-6540,0
8.607,2941,8,13.5,0.918,26,70,9,100,50,0,24,12.8,-4420,0
8.697,2667,8,12.8,0.871,26,70,9,100,49,0,24,12.8,-4720,0
8.779,2416,8,12.8,0.871,26,70,9,100,49,0,24,12.8,-3280,0
8.84,2315,8,12.8,0.871,26,70,9,100,49,0,23,12.8,-3280,0
8.902,2257,8,12.8,0.871,26,70,9,100,49,0,23,12.8,-2360,0
8.963,2316,8,12,0.816,26,70,9,100,49,0,23,12.8,450,0
9.025,2393,8,12,0.816,26,70,9,100,49,0,23,12.8,450,0
9.086,2502,8,12,0.816,26,70,9,100,49,0,24,12.8,1340,0
9.177,2555,8,12.1,0.823,26,70,9,100,49,0,24,12.8,1050,0
9.238,2615,8,12.1,0.823,26,70,9,100,49,0,24,12.8,1050,0
9.3,2700,8,12.1,0.823,26,70,9,100,49,0,24,12.8,660,0
9.36,2830,8,12.1,0.823,26,70,9,100,49,0,24,12.8,660,0
9.422,2890,8,12,0.816,26,70,9,100,50,0,24,12.8,2090,0
9.483,2931,8,12,0.816,26,70,9,100,50,0,24,12.8,1080,0
9.574,2887,8,12,0.816,26,70,9,100,50,0,24,12.8,-510,0
9.635,2873,8,12,0.816,26,70,9,100,50,0,24,12.8,-510,0
9.697,2896,8,12.1,0.823,26,70,9,100,50,0,24,12.8,-210,0
9.762,2828,8,12.1,0.823,26,70,9,100,49,0,24,12.8,-210,0
9.824,2874,8,12.1,0.823,26,70,9,100,50,0,24,12.8,-380,0
9.881,2854,8,12.1,0.823,26,70,9,100,49,0,24,12.8,510,0
9.947,2884,8,12.1,0.823,26,70,9,100,50,0,24,12.7,50,0
10.036,2772,8,12.1,0.823,26,70,9,100,49,0,24,12.7,50,0
10.098,2809,8,12.1,0.823,26,70,9,100,49,0,24,12.7,-380,0
10.159,2853,8,12.1,0.823,26,70,9,100,49,0,24,12.7,-380,0
10.221,2786,8,11.7,0.796,26,70,9,100,49,0,24,12.8,-280,0
10.282,2746,8,11.7,0.796,26,70,9,100,49,0,24,12.8,-620,0
10.344,2802,8,11.7,0.796,26,70,9,100,49,0,25,12.8,-620,0
10.434,2812,8,11.8,0.803,26,70,9,100,49,0,24,12.9,460,0
10.496,2816,8,11.8,0.803,26,70,9,100,49,0,24,12.9,-40,0
10.557,2804,8,11.8,0.803,26,70,9,100,49,0,24,12.9,-40,0
10.619,2797,8,11.8,0.803,26,70,9,100,49,0,24,12.9,60,0
10.679,2543,8,11.8,0.803,26,70,9,100,49,0,24,12.9,-2610,0
10.741,2621,8,11.9,0.81,26,70,9,100,49,0,24,12.9,-2610,0
10.803,2596,8,11.9,0.81,26,70,9,100,49,0,24,12.9,780,0
10.864,2652,8,11.9,0.81,26,70,9,100,49,0,24,12.9,310,0
10.954,2807,8,11.8,0.803,26,70,9,100,49,0,24,12.9,310,0
11.015,2704,8,11.8,0.803,26,70,9,100,49,0,24,12.9,1000,0
11.077,2800,8,11.8,0.803,26,70,9,100,49,0,25,12.9,1000,0
11.138,2762,8,11.8,0.803,26,70,9,100,49,0,24,12.9,480,0
11.2,2877,8,11.6,0.789,26,70,9,100,50,0,24,12.8,250,0
11.261,2949,8,11.6,0.789,26,70,9,100,50,0,24,12.8,250,0
11.323,2977,8,11.6,0.789,26,70,9,100,50,0,24,12.8,1780,0
11.417,3047,8,11.6,0.789,26,70,9,100,51,0,25,12.8,-60,0
11.479,3038,8,12,0.816,26,70,9,100,51,0,25,12.8,-60,0
11.541,2991,8,12,0.816,26,70,9,100,51,0,24,12.8,580,0
11.602,3038,8,12,0.816,26,70,9,100,51,0,25,12.8,-510,0
11.662,3052,8,12,0.816,26,70,9,100,51,0,25,12.8,-510,0
11.724,3047,8,12.1,0.823,26,70,9,100,51,0,25,12.8,690,0
11.81,3058,8,12.1,0.823,26,70,9,100,51,0,25,12.8,-400,0
11.876,2993,8,12.1,0.823,26,70,9,100,51,0,24,12.8,-400,0
11.937,3000,8,12.1,0.823,26,70,9,100,51,0,24,12.8,-450,0
11.999,3015,8,11.9,0.81,26,70,9,100,51,0,25,12.9,-60,0
12.06,3024,8,11.9,0.81,26,70,9,100,51,0,25,12.9,-60,0
12.122,3046,8,11.9,0.81,26,70,9,100,51,0,25,12.9,610,0
12.183,2994,8,12,0.816,26,70,9,100,51,0,24,12.9,-490,0
12.273,2927,8,12,0.816,26,70,9,100,50,0,24,12.9,-490,0
12.334,2909,8,12,0.816,26,70,9,100,50,0,24,12.9,-630,0
12.396,2889,8,12,0.816,26,70,9,100,50,0,24,12.9,-630,0
12.457,2877,8,12.2,0.83,26,70,9,100,50,0,24,12.4,-420,0
12.519,2815,8,12.2,0.83,26,70,9,100,49,0,24,12.4,-700,0
12.581,2803,8,12.2,0.83,26,70,9,100,49,0,25,12.4,-700,0
12.642,2760,8,12.2,0.83,26,70,9,100,49,0,24,12.4,-460,0
12.736,2686,8,12.2,0.83,26,70,9,100,49,0,24,12.6,-470,0
12.794,2629,8,12.2,0.83,26,70,9,100,49,0,24,12.6,-470,0
12.856,2659,8,12.2,0.83,26,70,9,100,49,0,24,12.6,-970,0
12.916,2640,8,12.2,0.83,26,70,9,100,49,0,24,12.6,410,0
12.978,2734,8,12,0.816,26,70,9,100,49,0,24,12.8,410,0
13.039,2766,8,12,0.816,26,70,9,100,49,0,24,12.8,550,0
13.129,2793,8,12,0.816,26,70,9,100,49,0,24,12.8,1030,0
13.191,2844,8,12,0.816,26,70,9,100,49,0,24,12.8,1030,0
13.252,2899,8,12.3,0.837,26,70,9,100,50,0,24,12.8,160,0
13.314,2917,8,12.3,0.837,26,70,9,100,50,0,24,12.8,560,0
13.376,2914,8,12.3,0.837,26,70,9,100,50,0,24,12.8,560,0
13.437,2960,8,12.3,0.837,26,70,9,100,50,0,24,12.8,40,0
13.502,2961,8,12.6,0.857,26,70,9,100,50,0,24,12.8,500,0
13.592,2954,8,12.6,0.857,26,70,9,100,50,0,24,12.8,500,0
13.654,2958,8,12.6,0.857,26,70,9,100,50,0,24,12.8,-160,0
13.715,2945,8,12.6,0.857,26,70,9,100,50,0,24,12.8,70,0
13.777,2919,8,12.5,0.85,26,70,9,100,50,0,24,12.8,70,0
13.838,2957,8,12.5,0.85,26,70,9,100,50,0,24,12.8,80,0
13.899,2998,8,12.5,0.85,26,70,9,100,51,0,24,12.8,80,0
13.96,2925,8,12.4,0.844,26,70,9,100,50,0,24,12.8,310,0
14.051,2919,8,12.4,0.844,26,70,9,100,50,0,24,12.8,-830,0
14.113,2847,8,12.4,0.844,26,70,9,100,49,0,24,12.8,-830,0
14.174,2869,8,12.4,0.844,26,70,9,100,50,0,24,12.8,-540,0
14.236,2866,8,12.4,0.844,26,70,9,100,50,0,24,12.8,480,0
14.296,2885,8,12.4,0.844,26,70,9,100,50,0,24,12.8,480,0
14.358,2869,8,12.4,0.844,26,70,9,100,50,0,24,12.8,-350,0
14.419,2831,8,12.4,0.844,26,70,9,100,49,0,24,12.8,-250,0
14.51,2880,8,12.3,0.837,26,70,9,100,50,0,24,12.7,-250,0
14.575,2881,8,12.3,0.837,26,70,9,100,50,0,24,12.7,450,0
14.637,2913,8,12.3,0.837,26,70,9,100,50,0,24,12.7,150,0
14.698,2889,8,12.3,0.837,26,70,9,100,50,0,24,12.7,150,0
14.76,2870,8,12.2,0.83,26,70,9,100,50,0,24,12.8,10,0
14.846,2974,8,12.2,0.83,26,70,9,100,50,0,24,12.8,330,0
14.908,2952,8,12.2,0.83,26,70,9,100,50,0,24,12.8,330,0
14.968,2961,8,12.2,0.83,26,70,9,100,50,0,24,12.8,190,0
15.03,2945,8,12.3,0.837,26,70,9,100,50,0,24,12.8,-30,0
15.091,2996,8,12.3,0.837,26,70,9,100,51,0,24,12.8,-30,0
15.153,3007,8,12.3,0.837,26,70,9,100,51,0,25,12.8,700,0
15.214,3076,8,12.3,0.837,26,70,9,100,51,0,25,12.8,700,0
15.276,3015,8,12.4,0.844,26,70,9,100,51,0,25,12.8,200,0
15.341,2985,8,12.4,0.844,26,70,9,100,50,0,24,12.8,-290,0
15.432,2977,8,12.4,0.844,26,70,9,100,50,0,24,12.8,-290,0
15.493,3097,13,12.1,0.823,26,70,25,178,55,70,25,12.8,-290,0
15.559,4360,45,12.1,0.823,26,70,25,178,90,70,38,12.8,5700,0
15.628,5133,72,12.1,0.823,26,70,25,178,105,70,40,12.8,5700,0
15.693,5780,92,12.1,0.823,26,70,25,100,120,180,25,12.8,15860,0
15.767,6622,92,12,0.816,26,70,25,100,133,180,25,12.9,12090,0
15.829,6518,96,12,0.816,26,70,25,100,136,180,25,12.9,12090,0
15.895,6561,98,12,0.816,26,70,9,100,135,0,25,12.9,1760,0
15.96,6637,99,12,0.816,26,70,9,100,136,0,25,12.9,690,0
16.026,6708,99,12,0.816,26,70,9,100,136,0,25,12.9,690,0
16.092,6499,99,12,0.816,26,70,9,100,135,0,25,12.9,910,0
16.158,6555,99,12,0.816,26,70,9,100,135,0,25,12.9,-1250,0
16.227,6482,99,12,0.816,26,70,9,100,135,0,25,12.9,-1250,0
16.292,6699,99,12.2,0.83,26,70,9,100,136,0,25,12.9,1790,0
16.357,6708,99,12.2,0.83,26,70,9,100,136,0,25,12.9,-240,0
16.423,6643,99,12.2,0.83,26,70,9,100,137,0,25,12.9,-240,0
16.489,6524,99,12.2,0.83,26,70,9,100,135,0,25,12.9,-1470,0
16.554,6459,99,12.3,0.837,26,70,9,100,135,0,25,12.9,-1380,0
16.619,6496,99,12.3,0.837,26,70,9,100,135,0,25,12.9,-1380,0
16.685,6490,99,12.3,0.837,26,70,9,100,135,0,25,12.9,670,0
16.784,6596,59,11.9,0.81,26,70,9,100,118,0,40,12.9,1850,0
16.845,6538,33,11.9,0.81,26,70,9,100,105,0,36,12.9,-620,0
16.919,6036,20,11.9,0.81,26,70,9,100,83,0,33,12.9,-620,0
16.993,5472,14,11.9,0.81,26,70,9,100,65,0,29,12.9,-7310,0
17.062,4963,11,12.7,0.864,26,70,9,100,61,0,28,12.9,-8170,0
17.127,4528,9,12.7,0.864,26,70,9,100,64,0,28,12.9,-8170,0
17.201,4149,8,12.7,0.864,26,70,9,100,60,0,27,12.9,-6510,0
17.263,3785,8,13.3,0.905,26,70,9,100,57,0,26,12.9,-6290,0
17.324,3357,8,13.3,0.905,26,70,9,100,53,0,25,12.9,-6290,0
17.389,2985,8,13.3,0.905,26,70,9,100,50,0,24,12.9,-6590,0
17.451,2639,8,13.3,0.905,26,70,9,100,49,0,24,12.9,-6590,0
17.513,2274,8,12.8,0.871,26,70,9,100,49,0,23,12.9,-4870,0
17.603,2074,8,12.8,0.871,26,70,9,100,49,0,23,12.9,-4580,0
17.661,1901,10,12.8,0.871,26,70,9,100,51,0,23,12.9,-2120,0
17.725,1983,22,12.8,0.871,26,70,25,184,62,160,29,12.9,-2120,0
17.795,3293,46,11.5,0.782,26,70,25,184,89,160,31,13,4310,0
17.856,4635,72,11.5,0.782,26,70,25,184,97,160,40,13,4310,0
17.926,5664,86,11.5,0.782,26,70,25,100,117,190,36,13,22350,0
17.992,6538,93,11.5,0.782,26,70,25,100,133,190,25,13,15990,0
18.057,7232,96,10.6,0.721,26,69,25,100,138,190,25,12.8,15990,0
18.127,8165,98,10.6,0.721,26,69,9,100,134,0,25,12.8,11220,0
18.193,9282,96,10.6,0.721,26,69,9,100,130,0,26,12.8,13240,0
18.271,10224,64,11.1,0.755,26,69,9,100,127,0,35,12.8,10280,0
18.345,9282,35,11.1,0.755,26,69,9,100,105,0,37,12.8,10280,0
18.419,8605,21,11.1,0.755,26,69,9,100,91,0,36,12.8,-5620,0
18.495,7936,15,11.1,0.755,26,69,9,100,70,0,33,12.8,-9090,0
18.569,7407,11,11.8,0.803,26,69,9,100,68,0,30,12.9,-8300,0
18.639,6852,9,11.8,0.803,26,69,9,100,67,0,30,12.9,-8300,0
18.7,6421,8,11.8,0.803,26,69,9,100,66,0,30,12.9,-8400,0
18.758,5964,8,11.8,0.803,26,69,9,100,65,0,30,12.9,-8400,0
18.815,5311,8,12.6,0.857,26,69,9,100,58,0,28,12.9,-7600,0
18.906,4784,10,12.6,0.857,26,69,9,100,62,0,27,12.9,-7760,0
18.979,4470,16,12.6,0.857,26,69,25,176,74,90,27,12.9,-5610,0
19.045,4268,16,13.4,0.912,26,69,25,176,72,90,27,12.7,-5610,0
19.106,4327,20,13.4,0.912,26,69,25,176,75,90,31,12.7,-2190,0
19.179,4445,21,13.4,0.912,26,69,9,100,75,0,32,12.7,1620,0
19.253,5270,22,13.4,0.912,26,69,9,100,79,0,35,12.7,1620,0
19.323,6139,22,11.7,0.796,26,69,9,100,91,0,35,12.8,11730,0
19.385,6970,22,11.7,0.796,26,69,9,100,91,0,35,12.8,13550,0
19.454,7455,17,11.7,0.796,26,69,9,100,74,0,31,12.8,13550,0
19.524,7345,15,11.7,0.796,26,69,9,100,71,0,31,12.8,5210,0
19.598,6989,13,11.5,0.782,26,69,9,100,69,0,30,12.2,-3800,0
19.672,6516,13,11.5,0.782,26,69,9,100,69,0,30,12.2,-3800,0
19.738,6165,14,11.5,0.782,26,69,9,100,70,0,30,12.2,-6800,0
19.802,5898,16,12.7,0.864,26,69,9,100,70,0,30,12.5,-4760,0
19.884,5983,18,12.7,0.864,26,69,9,100,76,0,31,12.5,-4760,0
19.95,6268,19,12.7,0.864,26,69,9,100,81,0,32,12.5,570,0
20.024,6654,19,12.7,0.864,26,69,9,100,81,0,32,12.5,5070,0
20.097,7098,19,11.9,0.81,26,69,9,100,81,0,32,12.7,5290,0
20.171,7218,16,11.9,0.81,26,69,9,100,72,0,30,12.7,5290,0
20.245,6960,12,11.9,0.81,26,69,9,100,69,0,30,12.7,1920,0
20.319,6553,11,11.3,0.769,26,69,9,100,67,0,30,12.8,-4670,0
20.385,6114,11,11.3,0.769,26,69,9,100,67,0,30,12.8,-4670,0
20.441,5677,11,11.3,0.769,26,69,9,100,62,0,30,12.8,-7730,0
20.503,5252,11,11.3,0.769,26,69,9,100,60,0,28,12.8,-6560,0
20.572,4840,10,12.2,0.83,26,69,9,100,62,0,27,12.8,-6560,0
20.646,4523,10,12.2,0.83,26,69,9,100,64,0,27,12.8,-5660,0
20.716,4256,10,12.2,0.83,26,69,9,100,62,0,27,12.8,-4290,0
20.778,3992,10,12.2,0.83,26,69,9,100,59,0,26,12.8,-4290,0
20.843,3809,10,12,0.816,26,69,9,100,58,0,26,12.8,-3780,0
20.929,3594,10,12,0.816,26,69,9,100,56,0,26,12.8,-2420,0
20.991,3493,10,12,0.816,26,69,9,100,55,0,26,12.8,-2420,0
21.052,3395,10,12,0.816,26,69,9,100,55,0,25,12.8,-2520,0
21.114,3313,10,11.5,0.782,26,69,9,100,54,0,25,12.8,-1350,0
21.175,3317,10,11.5,0.782,26,69,9,100,54,0,25,12.8,-1350,0
21.24,3434,10,11.5,0.782,26,69,9,100,55,0,26,12.8,470,0
21.33,3447,10,11.5,0.782,26,69,9,100,55,0,26,12.8,1120,0
21.392,3458,10,11.5,0.782,26,69,9,100,55,0,26,12.8,1120,0
21.453,3434,10,11.5,0.782,26,69,9,100,55,0,26,12.8,90,0
21.519,3494,10,11.5,0.782,26,69,9,100,55,0,26,12.8,130,0
21.58,3646,10,11.3,0.769,26,69,9,100,56,0,26,12.3,130,0
21.642,3615,10,11.3,0.769,26,69,9,100,56,0,26,12.3,1550,0
21.704,3657,10,11.3,0.769,26,69,9,100,57,0,26,12.3,1550,0
21.765,3683,10,11.3,0.769,26,69,9,100,57,0,26,12.3,400,0
21.859,3675,10,11.3,0.769,26,69,9,100,57,0,26,12.6,20,0
21.94,3707,10,11.3,0.769,26,69,9,100,57,0,26,12.6,-100,0
22.002,3767,10,11.3,0.769,26,69,9,100,57,0,26,12.6,-100,0
22.063,3794,10,11.3,0.769,26,69,9,100,58,0,26,12.6,800,0
22.125,3765,10,11.3,0.769,26,69,9,100,57,0,26,12.7,40,0
22.191,3735,10,11.3,0.769,26,69,9,100,57,0,26,12.7,40,0
22.252,3753,10,11.3,0.769,26,69,9,100,57,0,26,12.7,-210,0
22.314,3750,10,11.3,0.769,26,69,9,100,57,0,26,12.7,-210,0
22.375,3819,10,11.1,0.755,26,69,9,100,58,0,26,12.5,360,0
22.47,3870,10,11.1,0.755,26,69,9,100,58,0,26,12.5,650,0
22.531,3883,10,11.1,0.755,26,69,9,100,59,0,26,12.5,380,0
22.593,3913,10,11,0.748,26,69,9,100,59,0,26,12.7,380,0
22.657,3951,10,11,0.748,26,69,9,100,59,0,26,12.7,340,0
22.719,3966,10,11,0.748,26,69,9,100,59,0,26,12.7,340,0
22.78,4024,10,11,0.748,26,69,9,100,60,0,26,12.7,720,0
22.846,4011,10,11.1,0.755,26,69,9,100,60,0,26,12.4,410,0
22.92,4030,10,11.1,0.755,26,69,9,100,60,0,26,12.4,410,0
22.985,3984,10,11.1,0.755,26,69,9,100,59,0,26,12.4,0,0
23.047,4042,10,11.1,0.755,26,69,9,100,60,0,26,12.4,90,0
23.108,4036,10,11.1,0.755,26,69,9,100,60,0,26,12.6,90,0
23.17,3971,10,11.1,0.755,26,69,9,100,59,0,26,12.6,-390,0
23.236,3830,10,11.1,0.755,26,69,9,100,58,0,26,12.6,-1310,0
23.326,3796,10,11.1,0.755,26,69,9,100,58,0,26,12.6,-1310,0
